"species"	"cap_shape"	"cap_surface"	"cap_color"	"bruises"	"odor"	"gill_attachment"	"gill_spacing"	"gill_size"	"gill_color"	"stalk_shape"	"stalk_root"	"stalk_surface"	"stalk_color"	"veil_color"	"ring_number"	"ring_type"	"spore_print_color"	"population"	"habitat"
"3395"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3396"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"close"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3397"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3398"	"convexcap"	"convex"	"scaly"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3399"	"solitarius"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3400"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"grasses"
"3401"	"convexcap"	"convex"	"scaly"	"gray"	"no"	"creosote"	"free"	"close"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3402"	"solitarius"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3403"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"grasses"
"3404"	"convexcap"	"convex"	"scaly"	"pink"	"no"	"creosote"	"free"	"close"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3405"	"nosebaffle"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3406"	"convexcap"	"convex"	"scaly"	"gray"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3407"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3408"	"nosebaffle"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3409"	"solitarius"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3410"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3411"	"solitarius"	"flat"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3412"	"convexcap"	"convex"	"scaly"	"gray"	"no"	"creosote"	"free"	"close"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3413"	"graystalk"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3414"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3415"	"solitarius"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3416"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3417"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3418"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"solitary"	"grasses"
"3419"	"convexcap"	"convex"	"scaly"	"gray"	"no"	"creosote"	"free"	"close"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3420"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3421"	"graystalk"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3422"	"convexcap"	"convex"	"fibrous"	"gray"	"no"	"creosote"	"free"	"crowded"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3423"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3424"	"nosebaffle"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3425"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3426"	"silkstem"	"convex"	"fibrous"	"yellow"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"3427"	"convexcap"	"convex"	"scaly"	"gray"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3428"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3429"	"solitarius"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3430"	"solitarius"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3431"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3432"	"nosebaffle"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3433"	"silkstem"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"3434"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3435"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3436"	"convexcap"	"convex"	"fibrous"	"gray"	"no"	"creosote"	"free"	"crowded"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3437"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3438"	"sadagus"	"flat"	"smooth"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"paths"
"3439"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3440"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"3441"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3442"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"close"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3443"	"graystalk"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3444"	"convexcap"	"convex"	"fibrous"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3445"	"convexcap"	"convex"	"scaly"	"white"	"no"	"creosote"	"free"	"close"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3446"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3447"	"convexcap"	"convex"	"scaly"	"pink"	"no"	"creosote"	"free"	"crowded"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3448"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"solitary"	"wood"
"3449"	"solitarius"	"convex"	"fibrous"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3450"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3451"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3452"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"grasses"
"3453"	"convexcap"	"convex"	"fibrous"	"gray"	"no"	"creosote"	"free"	"crowded"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3454"	"silkstem"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"3455"	"convexcap"	"convex"	"fibrous"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3456"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3457"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3458"	"convexcap"	"convex"	"fibrous"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3459"	"nosebaffle"	"convex"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3460"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3461"	"solitarius"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3462"	"nosebaffle"	"convex"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3463"	"nosebaffle"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3464"	"convexcap"	"convex"	"fibrous"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3465"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3466"	"sadagus"	"convex"	"smooth"	"yellow"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"solitary"	"wood"
"3467"	"graystalk"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3468"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3469"	"convexcap"	"convex"	"fibrous"	"gray"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3470"	"convexcap"	"convex"	"scaly"	"pink"	"no"	"creosote"	"free"	"close"	"narrow"	"brown"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3471"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3472"	"nosebaffle"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3473"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3474"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"3475"	"nosebaffle"	"convex"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3476"	"nosebaffle"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3477"	"solitarius"	"flat"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3478"	"convexcap"	"convex"	"fibrous"	"gray"	"no"	"creosote"	"free"	"close"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3479"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3480"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"several"	"paths"
"3481"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3482"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3483"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3484"	"convexcap"	"convex"	"scaly"	"white"	"no"	"creosote"	"free"	"close"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3485"	"convexcap"	"convex"	"fibrous"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"pink"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"wood"
"3486"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3487"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3488"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3489"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"grasses"
"3490"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3491"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"paths"
"3492"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3493"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"grasses"
"3494"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3495"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3496"	"graystalk"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3497"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"solitary"	"wood"
"3498"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3499"	"solitarius"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3500"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3501"	"convexcap"	"convex"	"fibrous"	"white"	"no"	"creosote"	"free"	"crowded"	"narrow"	"purple"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"wood"
"3502"	"solitarius"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3503"	"nosebaffle"	"flat"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3504"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3505"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3506"	"nosebaffle"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3507"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"green"	"white"	"one"	"large"	"chocolate"	"several"	"grasses"
"3508"	"nosebaffle"	"convex"	"fibrous"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3509"	"sadagus"	"convex"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"gray"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"solitary"	"wood"
"3510"	"nosebaffle"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3511"	"solitarius"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"pink"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3512"	"sadagus"	"convex"	"smooth"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"chocolate"	"enlarging"	"bulbous"	"silky"	"buff"	"white"	"one"	"large"	"chocolate"	"several"	"wood"
"3513"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"wood"
"3514"	"sadagus"	"flat"	"fibrous"	"gray"	"no"	"foul"	"free"	"close"	"broad"	"pink"	"enlarging"	"bulbous"	"silky"	"brown"	"white"	"one"	"large"	"chocolate"	"several"	"wood"
"3515"	"graystalk"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3516"	"convexcap"	"convex"	"scaly"	"gray"	"no"	"creosote"	"free"	"close"	"narrow"	"gray"	"enlarging"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"3517"	"nosebaffle"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3518"	"solitarius"	"flat"	"smooth"	"brown"	"yes"	"none"	"free"	"close"	"broad"	"purple"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"solitary"	"wood"
"3519"	"nosebaffle"	"convex"	"fibrous"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"gray"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3520"	"nosebaffle"	"flat"	"smooth"	"red"	"yes"	"none"	"free"	"close"	"broad"	"brown"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"black"	"several"	"wood"
"3521"	"graystalk"	"flat"	"smooth"	"gray"	"yes"	"none"	"free"	"close"	"broad"	"white"	"tapering"	"bulbous"	"smooth"	"green"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
